PLAYER,TEAM,GP,W,L,MP,PTS,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC PER TOUCH,AVG DRIB PER TOUCH, PTS PER TOUCH, ELBOW TOUCHES,POST UPS,PAINT TOUCHES,PTS PER ELBOW TOUCH,PTS PER POST TOUCH, PTS PER PAINT TOUCH,SEASON
Desmond Bane,MEMPHIS GRIZZLIES,58,38,20,31.7,21.5,63.8,34.6,3.1,2.93,2.12,0.337,0.8,0.0,0.9,1.067,0.0,0.98,2023
Devin Booker,,53,34,19,34.6,27.8,64.1,36.6,5.1,4.81,4.15,0.433,1.0,1.2,1.4,0.818,0.708,0.773,2023
Devin Vassell,SAN ANTONIO SPURS,38,12,26,31.0,18.5,53.2,32.7,3.0,3.41,2.51,0.348,0.5,0.0,0.6,1.15,0.0,0.905,2023
Devon Dotson,WASHINGTON WIZARDS,6,1,5,8.8,0.5,16.3,9.0,1.1,4.11,3.65,0.031,0.5,0.0,0.5,0.0,0.0,0.0,2023
Devonte' Graham,SAN ANTONIO SPURS,73,31,42,18.3,7.4,34.9,16.6,2.1,3.54,2.87,0.212,0.2,0.0,0.2,0.462,0.0,0.667,2023
Dewayne Dedmon,PHILADELPHIA 76ERS,38,23,15,11.2,5.2,18.9,10.4,0.6,1.78,0.49,0.277,1.5,0.6,2.8,0.821,0.81,0.887,2023
Dillon Brooks,MEMPHIS GRIZZLIES,73,46,27,30.3,14.3,41.2,26.7,1.8,2.67,1.78,0.348,0.4,0.2,0.8,0.774,0.667,0.828,2023
Domantas Sabonis,SACRAMENTO KINGS,79,47,32,34.6,19.1,83.5,48.1,3.4,2.43,1.4,0.229,8.5,4.4,9.6,0.607,0.47,0.864,2023
Dominick Barlow,SAN ANTONIO SPURS,26,4,22,14.0,3.9,15.4,9.0,0.4,1.54,0.56,0.253,1.7,0.2,3.2,0.395,0.8,0.675,2023
Donovan Mitchell,CLEVELAND CAVALIERS,68,44,24,35.8,28.3,67.7,31.8,5.6,4.96,4.46,0.417,0.8,0.0,1.0,0.86,1.0,0.8,2023
Donovan Williams,ATLANTA HAWKS,2,1,1,2.1,2.0,3.5,1.5,0.2,3.21,2.14,0.571,0.0,0.0,0.5,0.0,0.0,2.0,2023
Donte DiVincenzo,GOLDEN STATE WARRIORS,71,41,30,26.3,9.2,48.3,23.3,2.2,2.68,2.11,0.191,0.7,0.0,1.6,0.383,0.0,0.637,2023
Dorian Finney-Smith,,66,31,35,30.4,8.3,37.7,22.2,1.0,1.56,0.67,0.222,0.6,0.0,2.0,0.385,0.0,0.786,2023
Doug McDermott,SAN ANTONIO SPURS,63,19,44,20.5,10.2,28.2,20.4,0.8,1.66,0.79,0.361,0.3,0.0,1.0,1.059,2.0,1.082,2023
Draymond Green,GOLDEN STATE WARRIORS,72,40,32,31.5,8.5,72.8,39.7,2.2,1.84,0.88,0.117,2.8,1.3,3.1,0.468,0.086,0.719,2023
Drew Eubanks,PORTLAND TRAIL BLAZERS,77,31,46,20.2,6.4,27.9,15.4,0.8,1.66,0.54,0.231,2.6,0.3,4.1,0.648,0.615,0.873,2023
Dru Smith,,15,7,8,10.6,2.9,18.7,6.6,1.3,4.3,4.25,0.157,0.2,0.0,0.4,1.333,0.0,0.333,2023
Duane Washington Jr.,NEW YORK KNICKS,31,17,14,12.7,7.9,30.0,12.2,2.5,5.0,4.68,0.263,0.1,0.0,0.1,0.0,0.0,0.0,2023
Duncan Robinson,MIAMI HEAT,42,19,23,16.4,6.4,23.0,16.1,0.7,1.73,0.82,0.277,0.2,0.0,0.4,1.0,0.0,1.25,2023
Dwight Powell,DALLAS MAVERICKS,76,37,39,19.2,6.7,25.1,14.3,0.7,1.6,0.55,0.266,2.1,0.1,5.8,0.369,0.857,0.941,2023
Dylan Windler,CLEVELAND CAVALIERS,3,3,0,3.5,1.7,6.3,5.0,0.1,1.13,0.21,0.263,0.0,0.0,0.0,0.0,0.0,0.0,2023
Dyson Daniels,NEW ORLEANS PELICANS,59,33,26,17.7,3.8,29.1,13.4,1.6,3.28,2.58,0.132,0.2,0.0,0.8,0.4,0.0,0.813,2023
Edmond Sumner,,53,33,20,13.9,7.1,23.4,11.0,1.5,3.96,3.45,0.305,0.3,0.0,0.6,0.714,0.0,1.061,2023
Eric Gordon,LOS ANGELES CLIPPERS,69,25,44,28.5,12.4,38.6,23.4,2.2,3.47,2.88,0.321,0.2,0.0,0.4,0.625,2.0,1.28,2023
Eugene Omoruyi,DETROIT PISTONS,40,10,30,16.1,7.0,20.4,13.2,0.5,1.56,0.76,0.342,0.7,0.1,2.6,0.679,1.2,0.931,2023
Evan Fournier,NEW YORK KNICKS,27,15,12,17.0,6.1,22.3,16.0,0.9,2.43,1.77,0.274,0.1,0.0,0.2,0.0,0.0,0.8,2023
Evan Mobley,CLEVELAND CAVALIERS,79,48,31,34.4,16.2,59.9,31.2,1.9,1.93,0.74,0.27,4.4,2.0,8.5,0.612,0.599,0.948,2023
Facundo Campazzo,DALLAS MAVERICKS,8,2,6,6.5,1.3,14.9,7.4,0.9,3.57,3.26,0.084,0.0,0.0,0.1,0.0,0.0,0.0,2023
Frank Jackson,UTAH JAZZ,1,0,1,5.1,0.0,10.0,2.0,0.6,3.46,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023
Frank Kaminsky,HOUSTON ROCKETS,36,13,23,6.5,2.5,13.4,8.3,0.4,1.72,0.68,0.185,0.2,0.2,0.7,0.25,1.0,0.769,2023
Frank Ntilikina,DALLAS MAVERICKS,47,20,27,12.9,2.9,17.8,8.1,0.9,3.09,2.56,0.162,0.1,0.0,0.2,0.5,0.0,0.5,2023
Franz Wagner,ORLANDO MAGIC,80,33,47,32.6,18.6,52.9,32.0,3.2,3.62,2.99,0.351,0.7,0.4,1.9,0.786,0.679,0.954,2023
Fred VanVleet,TORONTO RAPTORS,69,34,35,36.7,19.3,84.6,36.8,6.4,4.56,4.17,0.229,0.2,0.0,0.2,0.667,1.0,0.8,2023
Furkan Korkmaz,PHILADELPHIA 76ERS,37,24,13,9.6,3.8,14.2,9.2,0.7,2.95,2.32,0.267,0.2,0.0,0.4,1.143,0.0,1.231,2023
Gabe Vincent,MIAMI HEAT,68,37,31,25.9,9.4,43.1,19.5,2.8,3.9,3.24,0.219,0.2,0.0,0.4,0.5,1.0,0.7,2023
Gabe York,INDIANA PACERS,3,1,2,18.6,8.0,20.7,16.7,0.6,1.66,1.16,0.387,0.3,0.0,0.3,0.0,0.0,2.0,2023
Garrett Temple,NEW ORLEANS PELICANS,25,16,9,6.5,2.0,8.3,5.1,0.3,1.89,1.17,0.24,0.1,0.0,0.2,0.667,0.0,0.333,2023
Garrison Mathews,ATLANTA HAWKS,54,16,38,12.7,4.8,13.9,9.0,0.3,1.37,0.43,0.342,0.1,0.0,0.1,0.0,0.0,1.167,2023
Gary Harris,ORLANDO MAGIC,48,22,26,24.7,8.3,21.5,16.1,0.7,2.02,1.44,0.385,0.1,0.0,0.6,1.2,0.0,0.778,2023
Gary Payton II,GOLDEN STATE WARRIORS,22,13,9,16.7,4.6,23.1,13.0,0.6,1.54,0.65,0.199,0.6,0.1,2.3,0.143,1.0,0.72,2023
Gary Trent Jr.,TORONTO RAPTORS,66,31,35,32.1,17.4,38.6,29.9,1.6,2.45,1.89,0.451,0.4,0.0,0.6,1.08,0.0,1.026,2023
George Hill,INDIANA PACERS,46,27,19,18.1,5.0,31.7,12.5,2.3,4.31,3.82,0.159,0.3,0.0,0.5,0.538,0.0,0.458,2023
Georges Niang,PHILADELPHIA 76ERS,78,51,27,19.4,8.2,28.8,15.4,0.6,1.34,0.45,0.284,0.1,0.0,0.3,0.4,0.0,1.296,2023
Giannis Antetokounmpo,MILWAUKEE BUCKS,63,47,16,32.1,31.1,77.7,36.3,5.2,4.05,2.98,0.4,4.3,4.3,5.3,0.593,0.451,1.116,2023
Goga Bitadze,ORLANDO MAGIC,38,13,25,12.0,4.4,18.2,11.8,0.5,1.64,0.59,0.242,0.9,0.3,3.4,0.486,0.385,0.822,2023
Goran Dragic,MILWAUKEE BUCKS,57,26,31,15.0,6.4,33.2,13.1,2.4,4.26,3.71,0.191,0.2,0.1,0.2,0.667,0.6,0.833,2023
Gordon Hayward,,50,20,30,31.5,14.7,49.0,35.4,2.4,2.93,1.94,0.299,1.6,0.5,1.8,0.519,0.333,0.783,2023
Gorgui Dieng,SAN ANTONIO SPURS,30,3,27,11.3,3.8,21.1,14.5,0.7,1.98,0.74,0.178,0.8,0.7,1.3,0.174,0.381,0.513,2023
Grant Williams,BOSTON CELTICS,79,55,24,25.9,8.1,29.7,16.3,0.9,1.81,0.76,0.273,0.6,0.1,1.6,0.4,0.444,0.696,2023
Grayson Allen,MILWAUKEE BUCKS,72,53,19,27.4,10.4,35.0,23.2,1.4,2.37,1.43,0.297,0.3,0.0,1.0,0.545,0.0,0.551,2023
Greg Brown III,PORTLAND TRAIL BLAZERS,16,10,6,5.8,1.8,5.3,3.4,0.2,2.31,1.33,0.329,0.1,0.0,0.3,2.0,0.0,0.8,2023
Hamidou Diallo,DETROIT PISTONS,55,12,43,17.7,9.2,27.8,13.7,1.1,2.34,1.67,0.33,1.1,0.1,2.0,1.15,0.0,1.204,2023
Harrison Barnes,SACRAMENTO KINGS,82,48,34,32.5,15.0,45.9,29.6,1.7,2.18,1.12,0.327,0.7,0.8,1.8,0.717,0.833,1.02,2023
Haywood Highsmith,MIAMI HEAT,54,28,26,18.0,4.4,20.5,11.9,0.6,1.74,0.95,0.213,0.7,0.0,2.0,0.179,0.0,0.547,2023
Herbert Jones,NEW ORLEANS PELICANS,66,31,35,29.6,9.8,42.8,23.3,1.6,2.17,1.12,0.229,0.9,0.1,2.2,0.544,0.75,0.715,2023
Immanuel Quickley,NEW YORK KNICKS,81,47,34,28.9,14.9,52.0,25.1,3.9,4.54,3.97,0.287,0.3,0.0,0.4,0.409,0.0,0.5,2023
Isaac Okoro,CLEVELAND CAVALIERS,76,48,28,21.7,6.4,19.8,12.8,0.6,1.9,1.0,0.325,0.4,0.0,1.1,0.5,2.0,0.884,2023
Isaiah Hartenstein,NEW YORK KNICKS,82,47,35,19.9,5.0,29.8,14.3,0.7,1.41,0.28,0.166,1.9,0.2,5.0,0.357,0.688,0.689,2023
Isaiah Jackson,INDIANA PACERS,63,24,39,16.5,7.2,22.7,14.4,0.5,1.36,0.42,0.318,2.0,0.3,5.5,0.552,0.727,0.93,2023
Isaiah Joe,OKLAHOMA CITY THUNDER,73,36,37,19.1,9.5,25.2,15.8,0.8,2.01,1.33,0.376,0.4,0.0,0.4,0.517,0.0,0.806,2023
Isaiah Livers,DETROIT PISTONS,51,10,41,23.1,6.7,26.0,16.3,0.8,1.93,0.91,0.257,0.3,0.1,0.5,0.765,1.333,0.778,2023
Isaiah Mobley,CLEVELAND CAVALIERS,12,8,4,7.0,2.6,11.7,6.3,0.5,2.33,0.92,0.221,0.1,0.7,0.8,0.0,0.5,1.333,2023
Isaiah Roby,NEW YORK KNICKS,41,9,32,11.3,4.1,18.8,10.3,0.6,1.99,0.99,0.218,0.5,0.2,0.9,0.619,0.714,0.811,2023
Isaiah Stewart,DETROIT PISTONS,49,12,37,28.3,11.4,39.2,22.2,1.1,1.7,0.71,0.291,1.5,0.8,4.7,0.784,0.421,0.805,2023
Isaiah Todd,WASHINGTON WIZARDS,6,2,4,10.2,1.5,13.5,8.5,0.4,1.83,0.84,0.111,0.5,0.2,0.2,0.0,0.0,0.0,2023
Ish Smith,DENVER NUGGETS,43,25,18,9.3,2.5,21.7,8.0,1.8,5.12,5.01,0.116,0.1,0.0,0.2,0.0,0.0,0.4,2023
Ish Wainright,,60,33,27,15.3,4.2,15.7,10.2,0.4,1.51,0.72,0.266,0.1,0.0,0.7,0.0,0.0,0.732,2023
Ivica Zubac,LOS ANGELES CLIPPERS,76,43,33,28.5,10.8,42.5,20.3,1.1,1.5,0.45,0.253,3.9,1.9,9.0,0.587,0.854,0.933,2023
JD Davison,BOSTON CELTICS,12,11,1,5.5,1.6,9.6,3.8,0.7,4.48,4.16,0.165,0.1,0.0,0.1,2.0,0.0,2.0,2023
JT Thor,,69,22,47,14.0,3.8,19.3,9.9,0.5,1.54,0.59,0.196,0.3,0.1,0.8,0.211,0.8,0.81,2023
Ja Morant,MEMPHIS GRIZZLIES,61,40,21,31.9,26.2,77.0,25.8,7.6,5.88,5.12,0.34,0.5,0.1,1.4,0.621,0.0,0.977,2023
JaMychal Green,GOLDEN STATE WARRIORS,57,30,27,14.0,6.4,22.1,14.0,0.5,1.3,0.34,0.29,1.0,0.6,2.9,0.589,0.219,1.006,2023
JaVale McGee,DALLAS MAVERICKS,42,20,22,8.4,4.4,11.7,6.3,0.3,1.47,0.46,0.379,1.1,0.4,3.1,0.717,0.824,0.932,2023
Jabari Smith Jr.,HOUSTON ROCKETS,79,21,58,31.0,12.8,46.4,23.6,1.5,1.95,1.02,0.275,1.2,0.9,2.6,0.685,0.703,1.02,2023
Jabari Walker,PORTLAND TRAIL BLAZERS,55,21,34,10.8,3.8,13.4,7.7,0.4,1.78,0.72,0.282,0.8,0.1,1.7,0.786,0.5,0.766,2023
Jack White,DENVER NUGGETS,17,13,4,3.9,1.2,5.7,3.1,0.2,1.62,0.68,0.216,0.1,0.0,0.8,0.0,0.0,0.462,2023
Jacob Gilyard,MEMPHIS GRIZZLIES,1,0,1,40.8,3.0,77.0,18.0,6.5,5.09,5.01,0.039,0.0,0.0,0.0,0.0,0.0,0.0,2023
Jaden Hardy,DALLAS MAVERICKS,48,20,28,14.8,8.8,25.3,12.3,1.7,3.95,3.63,0.346,0.3,0.0,0.2,0.5,0.0,1.0,2023
Jaden Ivey,DETROIT PISTONS,73,16,57,31.1,16.3,58.3,23.4,4.8,4.93,4.65,0.279,0.8,0.1,1.4,0.621,0.5,0.695,2023
Jaden McDaniels,MINNESOTA TIMBERWOLVES,78,40,38,30.6,12.0,39.4,23.3,1.2,1.9,1.2,0.305,0.6,0.2,2.3,0.612,0.5,0.929,2023
Jaden Springer,PHILADELPHIA 76ERS,16,13,3,5.6,2.6,5.3,3.5,0.3,3.12,2.2,0.494,0.1,0.0,0.6,0.0,0.0,1.3,2023
Jae Crowder,MILWAUKEE BUCKS,18,13,5,18.9,6.9,27.6,14.4,0.6,1.41,0.49,0.25,0.4,0.1,0.9,0.25,1.0,1.125,2023
Jae'Sean Tate,HOUSTON ROCKETS,31,7,24,21.9,9.1,40.9,21.6,2.4,3.52,2.58,0.223,0.6,1.2,2.3,0.4,0.649,0.7,2023
Jake LaRavia,MEMPHIS GRIZZLIES,35,22,13,11.8,3.0,14.2,8.0,0.4,1.73,0.86,0.211,0.2,0.1,0.5,0.833,1.0,0.368,2023
Jakob Poeltl,TORONTO RAPTORS,71,26,45,26.5,12.5,52.1,30.0,1.4,1.63,0.49,0.24,6.6,1.8,8.3,0.462,0.727,0.853,2023
Jalen Brunson,NEW YORK KNICKS,68,40,28,35.0,24.0,84.3,29.2,8.5,6.04,5.65,0.285,0.2,0.9,0.3,0.385,0.629,0.522,2023
Jalen Duren,DETROIT PISTONS,66,16,50,25.0,9.1,35.8,16.5,1.0,1.6,0.5,0.255,1.9,1.0,7.9,0.556,0.545,0.926,2023
Jalen Green,HOUSTON ROCKETS,76,20,56,34.2,22.1,65.9,34.1,4.9,4.41,3.94,0.336,0.4,0.0,0.9,0.621,0.0,0.929,2023
Jalen Johnson,ATLANTA HAWKS,70,35,35,14.9,5.6,22.5,9.3,0.8,2.03,0.97,0.251,0.5,0.1,1.3,0.816,0.625,0.9,2023
Jalen McDaniels,PHILADELPHIA 76ERS,80,31,49,23.9,9.4,35.4,18.8,1.2,2.05,1.21,0.267,0.5,0.1,1.9,0.842,0.0,1.182,2023
Jalen Smith,INDIANA PACERS,68,31,37,18.8,9.4,29.9,18.0,0.7,1.42,0.46,0.316,1.3,0.5,4.1,0.756,0.541,0.947,2023
Jalen Suggs,ORLANDO MAGIC,53,20,33,23.5,9.9,43.1,18.2,2.6,3.68,2.99,0.229,0.3,0.1,1.3,0.6,0.571,0.592,2023
Jalen Williams,OKLAHOMA CITY THUNDER,75,36,39,30.3,14.1,46.5,22.2,2.7,3.44,2.98,0.303,0.8,0.0,2.2,0.968,0.0,1.042,2023
Jamal Cain,MIAMI HEAT,18,10,8,13.3,5.4,14.3,7.9,0.4,1.75,0.86,0.38,0.1,0.0,2.4,0.0,0.0,1.091,2023
Jamal Murray,DENVER NUGGETS,65,43,22,32.8,20.0,71.4,33.9,5.7,4.81,4.2,0.28,1.1,0.7,1.2,0.71,0.711,0.848,2023
Jamaree Bouyea,WASHINGTON WIZARDS,5,2,3,14.1,3.0,23.6,9.6,1.7,4.37,3.7,0.127,0.0,0.0,0.0,0.0,0.0,0.0,2023
James Bouknight,,34,9,25,15.2,5.6,22.4,13.1,1.2,3.12,2.4,0.25,0.1,0.0,0.3,1.667,0.0,0.2,2023
James Harden,PHILADELPHIA 76ERS,58,39,19,36.8,21.0,93.5,34.0,8.6,5.5,4.77,0.224,0.3,0.4,0.7,0.45,0.76,0.462,2023
James Johnson,INDIANA PACERS,18,7,11,9.0,2.8,12.9,7.2,0.6,2.86,2.47,0.219,0.3,0.3,0.4,0.4,0.8,0.429,2023
James Wiseman,DETROIT PISTONS,45,11,34,19.3,10.0,32.3,15.0,0.8,1.48,0.37,0.31,2.0,1.9,5.9,0.891,0.69,1.09,2023
Jared Butler,OKLAHOMA CITY THUNDER,6,3,3,12.8,6.2,25.0,13.3,1.6,3.85,3.28,0.247,0.2,0.0,0.3,0.0,0.0,0.0,2023
Jared Rhoden,DETROIT PISTONS,14,2,12,14.1,3.2,17.1,10.1,0.5,1.81,0.84,0.188,0.1,0.1,1.0,1.0,0.0,0.571,2023
Jaren Jackson Jr.,MEMPHIS GRIZZLIES,63,41,22,28.4,18.6,41.7,24.7,1.4,1.97,0.96,0.447,1.7,2.8,4.3,0.802,0.833,1.199,2023
Jarred Vanderbilt,LOS ANGELES LAKERS,78,43,35,24.1,7.9,31.6,17.1,1.1,2.1,1.24,0.252,1.7,0.0,5.2,0.496,0.0,0.805,2023
Jarrell Brantley,UTAH JAZZ,4,0,4,9.7,5.5,17.5,10.0,0.5,1.87,1.37,0.314,0.3,0.0,0.3,0.0,0.0,2.0,2023
Jarrett Allen,CLEVELAND CAVALIERS,68,44,24,32.6,14.3,42.6,25.2,1.1,1.52,0.32,0.334,5.3,1.0,11.2,0.54,0.567,0.996,2023
Jarrett Culver,ATLANTA HAWKS,10,5,5,13.7,4.4,20.5,10.9,0.7,2.12,1.14,0.215,0.1,0.0,1.2,0.0,0.0,1.0,2023
Jason Preston,LOS ANGELES CLIPPERS,14,4,10,8.8,2.9,22.1,7.1,1.7,4.66,4.31,0.132,0.1,0.0,0.1,2.0,0.0,1.0,2023
Javonte Green,CHICAGO BULLS,32,13,19,15.0,5.2,21.8,10.8,0.5,1.24,0.44,0.236,0.5,0.0,1.7,1.0,0.0,1.222,2023
Jaxson Hayes,NEW ORLEANS PELICANS,47,22,25,13.0,5.0,15.8,10.1,0.4,1.47,0.6,0.313,0.9,0.1,2.4,0.85,0.286,1.018,2023
Jay Huff,WASHINGTON WIZARDS,7,2,5,13.6,7.3,17.9,12.6,0.4,1.5,0.42,0.408,2.0,0.3,2.9,0.429,0.0,0.7,2023
Jay Scrubb,ORLANDO MAGIC,2,1,1,15.1,6.5,24.5,9.0,1.6,3.97,3.37,0.265,0.0,0.0,0.5,0.0,0.0,1.0,2023
Jaylen Brown,BOSTON CELTICS,67,46,21,35.9,26.6,64.0,34.8,3.7,3.49,2.8,0.416,1.5,0.7,2.4,0.718,0.689,0.886,2023
Jaylen Nowell,MINNESOTA TIMBERWOLVES,65,34,31,19.3,10.8,33.2,18.6,1.8,3.27,2.93,0.326,0.2,0.0,0.7,1.438,0.0,1.085,2023
Jaylin Williams,OKLAHOMA CITY THUNDER,49,23,26,18.7,5.9,36.7,20.3,0.9,1.44,0.36,0.16,1.7,0.1,2.4,0.407,0.0,0.597,2023
Jayson Tatum,BOSTON CELTICS,74,52,22,36.9,30.1,74.9,39.2,4.8,3.87,2.85,0.401,2.5,1.3,3.0,0.888,0.969,0.982,2023
Jeff Dowtin Jr.,TORONTO RAPTORS,25,17,8,10.3,2.4,17.6,8.3,1.1,3.8,3.45,0.139,0.2,0.0,0.4,0.667,0.0,0.667,2023
Jeff Green,DENVER NUGGETS,56,33,23,19.5,7.8,25.7,17.1,0.8,1.95,0.85,0.304,1.1,1.2,1.9,0.603,0.456,0.981,2023
Jerami Grant,PORTLAND TRAIL BLAZERS,63,28,35,35.6,20.5,53.3,32.9,2.2,2.51,1.44,0.384,0.9,2.7,1.9,0.509,0.434,1.0,2023
Jeremiah Robinson-Earl,OKLAHOMA CITY THUNDER,43,16,27,18.9,6.8,28.0,15.2,0.6,1.2,0.4,0.243,0.7,0.1,2.9,0.567,0.0,0.675,2023
Jeremy Sochan,SAN ANTONIO SPURS,55,15,40,26.1,11.1,44.3,21.9,2.2,2.92,2.24,0.25,1.2,1.1,3.4,0.716,0.29,1.021,2023
Jericho Sims,NEW YORK KNICKS,52,31,21,15.6,3.4,19.6,8.0,0.4,1.27,0.33,0.175,0.5,0.0,3.6,0.519,0.0,0.865,2023
Jevon Carter,MILWAUKEE BUCKS,81,57,24,22.4,8.0,38.5,15.1,2.7,4.2,3.7,0.209,0.3,0.0,0.5,0.182,0.0,0.227,2023
Jimmy Butler,MIAMI HEAT,64,35,29,33.4,22.9,63.3,37.2,4.6,4.39,3.24,0.362,1.9,2.7,5.8,0.504,0.485,0.881,2023
Jock Landale,,69,35,34,14.2,6.6,23.6,15.4,0.6,1.5,0.48,0.28,2.3,1.3,5.0,0.494,0.769,0.876,2023
Joe Harris,,74,40,34,20.6,7.6,21.8,15.7,0.5,1.44,0.76,0.349,0.3,0.0,0.5,0.842,0.0,0.974,2023
Joe Ingles,MILWAUKEE BUCKS,46,32,14,22.7,6.9,33.2,20.2,1.7,2.99,1.78,0.208,0.1,0.0,0.2,0.667,0.0,0.444,2023
Joe Wieskamp,TORONTO RAPTORS,9,6,3,5.5,1.0,5.1,4.2,0.1,1.59,0.94,0.196,0.1,0.0,0.0,0.0,0.0,0.0,2023
Joel Embiid,PHILADELPHIA 76ERS,66,43,23,34.6,33.1,71.0,51.4,3.1,2.6,1.18,0.466,8.8,6.5,4.8,0.75,0.7,1.113,2023
John Butler Jr.,PORTLAND TRAIL BLAZERS,18,4,14,10.3,1.8,8.3,5.1,0.2,1.52,0.76,0.221,0.2,0.0,0.4,0.667,0.0,1.143,2023
John Collins,ATLANTA HAWKS,71,37,34,30.0,13.1,42.7,21.5,1.2,1.64,0.51,0.307,1.3,2.4,3.4,0.821,0.706,1.134,2023
John Konchar,MEMPHIS GRIZZLIES,72,45,27,20.7,5.1,30.1,14.5,0.9,1.77,0.84,0.168,0.4,0.0,1.1,0.481,0.0,0.901,2023
John Wall,LOS ANGELES CLIPPERS,34,15,19,22.2,11.4,55.4,18.2,5.2,5.58,4.98,0.205,0.2,0.4,0.2,0.0,0.667,0.75,2023
Johnny Davis,WASHINGTON WIZARDS,28,10,18,15.1,5.8,20.0,12.8,0.7,2.19,1.52,0.291,0.2,0.0,0.4,0.4,0.0,1.167,2023
Johnny Juzang,UTAH JAZZ,18,6,12,12.9,4.8,16.3,10.2,0.6,2.3,1.58,0.296,0.1,0.0,0.4,1.0,0.0,0.5,2023
Jonas Valanciunas,NEW ORLEANS PELICANS,79,40,39,24.9,14.1,50.5,30.9,1.5,1.83,0.59,0.28,2.9,4.9,6.5,0.547,0.637,1.117,2023
Jonathan Isaac,ORLANDO MAGIC,11,8,3,11.3,5.0,19.5,10.0,0.6,1.69,0.7,0.256,0.7,0.7,2.4,0.25,0.5,0.808,2023
Jonathan Kuminga,GOLDEN STATE WARRIORS,67,38,29,20.8,9.9,34.1,19.8,1.4,2.4,1.46,0.291,1.2,1.2,2.3,0.846,0.373,0.85,2023
Jordan Clarkson,UTAH JAZZ,61,30,31,32.6,20.8,56.1,31.7,3.9,4.17,3.52,0.371,0.7,0.2,1.4,0.829,0.571,0.871,2023
Jordan Goodwin,WASHINGTON WIZARDS,62,22,40,17.8,6.6,37.9,15.1,2.7,4.24,3.87,0.173,0.3,0.0,1.1,0.35,2.0,0.75,2023
Jordan Hall,SAN ANTONIO SPURS,9,1,8,9.2,3.1,17.8,8.9,1.1,3.64,2.98,0.175,0.0,0.0,0.3,0.0,0.0,0.0,2023
Jordan McLaughlin,MINNESOTA TIMBERWOLVES,42,21,21,15.7,3.7,35.5,12.4,2.4,4.09,3.68,0.104,0.2,0.0,0.4,0.5,0.0,0.667,2023
Jordan Nwora,INDIANA PACERS,62,36,26,19.2,8.7,26.9,16.6,1.0,2.25,1.5,0.325,0.4,0.0,0.8,0.636,0.0,0.808,2023
Jordan Poole,GOLDEN STATE WARRIORS,81,43,38,30.0,20.4,65.7,32.4,4.6,4.19,3.79,0.31,0.7,0.0,0.9,0.983,2.0,0.822,2023
Jordan Schakel,WASHINGTON WIZARDS,2,0,2,3.1,1.5,5.0,2.5,0.3,3.06,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2023
Jose Alvarado,NEW ORLEANS PELICANS,61,30,31,21.5,9.0,46.0,18.1,3.3,4.32,4.17,0.196,0.2,0.0,0.6,1.0,0.0,0.444,2023
Josh Christopher,HOUSTON ROCKETS,64,16,48,12.3,5.8,18.7,11.6,1.1,3.6,3.42,0.31,0.2,0.0,0.4,0.667,2.0,0.769,2023
Josh Giddey,OKLAHOMA CITY THUNDER,76,34,42,31.1,16.6,76.7,36.5,4.4,3.47,2.79,0.216,1.3,0.3,2.9,0.727,0.0,0.835,2023
Josh Green,DALLAS MAVERICKS,60,27,33,25.7,9.1,34.2,17.2,1.6,2.79,2.08,0.266,0.7,0.0,1.4,0.756,0.0,0.329,2023
Josh Hart,NEW YORK KNICKS,76,42,34,32.3,9.8,43.7,22.0,2.0,2.72,2.1,0.224,0.7,0.0,1.9,0.294,0.667,0.624,2023
Josh Minott,MINNESOTA TIMBERWOLVES,14,6,8,6.5,3.3,7.6,4.4,0.2,1.76,0.99,0.434,0.1,0.0,0.9,2.0,0.0,1.385,2023
Josh Okogie,,72,38,34,18.8,7.3,23.7,13.6,0.9,2.39,1.69,0.31,0.4,0.0,1.6,0.464,0.0,0.588,2023
Josh Richardson,NEW ORLEANS PELICANS,64,24,40,23.6,10.1,41.7,21.0,2.3,3.3,2.57,0.242,0.3,0.0,0.8,0.25,0.0,0.7,2023
Joshua Primo,SAN ANTONIO SPURS,4,3,1,23.3,7.0,43.0,15.3,3.2,4.52,4.45,0.163,0.5,0.0,1.0,0.0,0.0,0.5,2023
Jrue Holiday,MILWAUKEE BUCKS,67,50,17,32.6,19.3,73.1,25.3,6.1,5.01,4.55,0.263,0.9,0.9,2.4,0.417,0.597,0.675,2023
Juan Toscano-Anderson,UTAH JAZZ,52,19,33,13.5,3.0,19.7,9.3,0.7,2.08,1.29,0.151,0.4,0.1,1.6,0.478,0.0,0.53,2023
Juancho Hernangomez,TORONTO RAPTORS,42,20,22,14.6,2.9,17.0,9.2,0.4,1.41,0.51,0.171,0.4,0.1,1.1,0.2,0.667,0.854,2023
Julian Champagnie,SAN ANTONIO SPURS,15,6,9,17.5,7.8,23.1,13.5,0.6,1.46,0.58,0.337,0.5,0.1,1.3,1.25,0.0,0.842,2023
Julius Randle,NEW YORK KNICKS,77,44,33,35.5,25.1,69.4,43.5,3.5,3.0,1.91,0.362,2.1,3.6,3.1,0.695,0.581,1.021,2023
Justin Champagnie,BOSTON CELTICS,5,4,1,6.9,2.2,10.0,5.8,0.3,1.88,1.04,0.22,0.8,0.0,1.4,0.0,0.0,0.857,2023
